,House Title,Location,Date,Link,Price,Bedrooms,Sqft,House Description
2376,Large 2 bedroom suite Brentwood area,Burnaby,Jul  8,https://vancouver.craigslist.org/bnc/apa/d/burnaby-large-2-bedroom-suite-brentwood/6929691524.html,1800,2,1100.0,"

QR Code Link to This Post


Large bright 2 bedroom basement suite available ,approximately 1100sq feet. Self contained suite which includes full bathroom,washer,dryer,dishwasher,stove and separate alarm system with private entrance ,larger laundry room with good storage space. Appsolutely no smoking or pets thanks. 
1800$ per month    "
2377,1 room for rent (Near SFU),Burnaby,Jul  8,https://vancouver.craigslist.org/bnc/roo/d/burnaby-1-room-for-rent-near-sfu/6929665979.html,540,,,"

QR Code Link to This Post


1 room available on Frances St and Beta Ave in basement suite

1 small room

- Located in Burnaby Heights
- Close to library, parks, community center, brentwood mall, restaurants 
- 5 minute walk to 95B LINE bus stop on hastings/ 130 bus stop Willingdon
- Suite has 4 bedrooms two bathrooms( two people share one bathroom)
- Shared kitchen, laundry, bathroom
- Street parking in front 

About us: 
We are a family of 3 living upstairs with one cat

About rent:
- Minimum rent duration - 4 months 
- the room is $530 a month
- Wifi/Hydro included
- Shared clothes washer(NO DRYER)
- Half of rent required as refundable security deposit
- 3 rooms already rented by male tenants
*** First come first serve ***

Must be responsible, no pets, no smoking, no parties or sleepovers unless informed. Perfect for students that attend SFU or BCIT. 

Email please ! Thanks!    "
2378,1 BR SUITE NORTH BURNABY BRENTWOOD AREA,4308 GEORGIA STREET,Jul  8,https://vancouver.craigslist.org/bnc/apa/d/burnaby-1-br-suite-north-burnaby/6909405402.html,1300,1,650.0,"

QR Code Link to This Post


Have a Newly Renovated 1 bedroom SUITE in the NORTH BURNABY AREA,

Suite includes 1 bedrooms .. 1 washrooms .. 1 kitchen.. 1 living room .. 1 balcony.. total square feet about 650 Sq feet

Rent INCLUDES ALL UTILITIES AND INTERNET , and has access to laundry room is provided...

The area is close to BRENTWOOD MALL, SAFEWAY, SFU, PNE PLAYLAND, TD BANK, etc.

If interested please call me or text me at  show contact info


No pets allowed, the rental monthly price is $1300
"
2379,2 BR NORTH BURNABY SUITE BRENTWOOD AREA,4308 GEORGIA STREET,Jul  8,https://vancouver.craigslist.org/bnc/apa/d/burnaby-2-br-north-burnaby-suite/6909403878.html,1600,2,1000.0,"

QR Code Link to This Post


Have a Newly Renovated 2 bedroom SUITE in the NORTH BURNABY  AREA,

Suite includes 2 bedrooms ..  1 washrooms .. 1 kitchen.. 1 living room .. 1 balcony..  total square feet about 1000Sq feet

Rent INCLUDES ALL UTILITIES AND INTERNET , and has access to laundry room is provided...

The area is close to BRENTWOOD MALL,  SAFEWAY, SFU, PNE PLAYLAND, TD BANK, etc.

If interested please call me or text me at  show contact info


No pets allowed, the rental monthly price is $1600
"
2380,Planning your company growth? Get affordable meeting rooms.,"Burnaby, Solodistict",Jul  8,https://vancouver.craigslist.org/bnc/off/d/burnaby-planning-your-company-growth/6911327771.html,39,,,"

QR Code Link to This Post


Make a super impression on your clients, prospects, partners, or employees. Rent by the hour or day. Our top-notch staff will help you with meeting coordination, prep, and catering. Whatever you need, we’ve got you covered.​

Your meeting room comes with:​

Free set up (ready for you when you arrive)​

High-speed Internet access​

Access to printing, copying and scanning​

Catering, coffee service, projection equipment, and other services available (pay only for what you need)​

Professional administrative support on site​

Whiteboard/flipchart​

Phone equipment available ​

Ability to change the room’s layout depending on your meeting purpose​

Ability to book rooms quickly through an app (no need to call)​

For more info and a free tour, call OR text   show contact info
 for Declan 

Office space Burnaby -- Burnaby business -- Office rentals Burnaby -- Burnaby -- Small business Burnaby -- Solo District offices - virtual offices - part time office- work from home- satellite offices- furnished offices- shared offices- shared space- executive offices - executive space - small office space- flex space- temporary office - short term office- full time office - private office -swing space- daily rentals- hourly rentals- reception service- professional answering service- administrative support - onsite receptionist - managed space - managed offices- meeting rooms    "
2381,Large Private Room with access to full kitchen and bath,Burnaby,Jul  8,https://vancouver.craigslist.org/bnc/roo/d/burnaby-large-private-room-with-access/6923720630.html,740,,,"

QR Code Link to This Post


Very desirable, safe, cul de sac Burnaby central location not far from Deer lake.  NO CAR? NO PROBLEM! 
The house is 5 minute walk to BCIT and 8mins by bus(just steps away) to Brentwood Mall, nearby Amenities & skytrain where you can go anywhere Skytrain goes eg DOWNTOWN, New West, Surrey, North Van 

The FULLY FURNISHED Bright &Cheerful Large 300+SF carpetted Bedroom, LOTS OF SPACE & includes access to a large kitchen, bathroom and  living room Plus a study corner besides your own room - you will share the house with other very friendly & quiet tenants (professionals  &amp fellow students) 
!All inclusive! laundry, internet, utilities plus guaranteed parking space. FULLY FURNISHED JUST BRING YOUR TOOTHBRUSH & BACKPACK

Bus Stop is 2min walk from front door
Plenty of safe parking if you have a car

Security Deposit of 50% fixed term rent is required per BC rental guidelines
if you stay 2 years there will be a SIZABLE rental discount WE CAN DISCUSS with committment

If this ad is still up unit is available
EASY
JUST BRING YOUR PERSONAL BELONGINGS

Please text or phone if interested  show contact info


"
2382,Your Business Taking Off From Your Own Place,Burnaby,Jul  8,https://vancouver.craigslist.org/bnc/off/d/burnaby-your-business-taking-off-from/6929574856.html,0,,,"

QR Code Link to This Post


That's right - your own private office! 

All offices come fully furnished with brand new desks, executive desks chairs, a 2-drawer lateral file cabinet and a guest chair.  

Our professional and private offices feature: 

-- Reception area
-- Executive office with huge window to embrace the sun
-- Ricoh color copier/printer, fax machine and scanner 
-- Access to fully equipped meeting rooms 
-- Fully stocked and equipped business café including unlimited refreshments 
-- Access to an inviting and comfortable business lounge 
-- High speed internet connection 
-- Multi-line telephone 
-- Professional staff help with administration needs
-- 24/7 access to your private office


Call Declan today at  show contact info
 to book a tour or for further information!    "
2383,"Cute 513sq/ft Rancher + Detached Grg, Large Lot - Brent Roberts Realty",GlenBrooke North,Jul  8,https://vancouver.craigslist.org/bnc/reb/d/new-westminster-cute-513sq-ft-rancher/6920459294.html,889880,2,513.0,"

QR Code Link to This Post


Small rancher in the Glenbrook North area of New Westminster on a 4480 square foot corner lot with lane access. 513 square feet with 2 bedrooms and a full bathroom. Fully fenced yard, close to schools, bus, Queens Park and shops. Detached single car garage plus RV parking pad.

Royal LePage Brent Roberts Realty    "
2384,7444 Government Road,North Burnaby,Jul  8,https://vancouver.craigslist.org/bnc/reb/d/burnaby-7444-government-road/6929500713.html,1899900,4,3561.0,"

QR Code Link to This Post


Rare & special 3 level, 4 bedrm, 4 bathrm character home with over 3500sqft on a level, huge 70 x 174ft or 12,180sqft lot on prestigious Government Road near Charles Rummel Park & Seaforth School. Lovely family home has been updated & well maintained. Main floor offers formal living room w/wood f/p & dining room. Family off off kitchen w/eating area out to large covered sundeck. Masterbedrm on main floor w/4 pce updated bathrm. Upstairs offers 2 large bedrooms w/vaulted ceilings & 4pce updated bathrm. Basement offers in-law s/c 1 bedrm suite w/updated 4pce bathrm plus other side w/rec room & large laundry/storage areas. Triple car garage at back for the car buffs & South facing, fenced yard for gardeners delight. SEE VIDEO at www.loverealty.net. CALL NOW!    "
2385,Large 1 Bedroom,New Westminster,Jul  8,https://vancouver.craigslist.org/bnc/apa/d/new-westminster-large-1-bedroom/6929480624.html,1400,1,630.0,"

QR Code Link to This Post


Fully renovated One bedroom apartment.
Very quiet building, close to the transit, shops, schools, parks...
For more information please contact Nena    "
2386,Rooms in spacious shared house.,Deer lake,Jul  8,https://vancouver.craigslist.org/bnc/roo/d/burnaby-rooms-in-spacious-shared-house/6908304169.html,600,,,"

QR Code Link to This Post


Looking for working people/ students. Rent is 600$ everything included. Bc hydro, fortis, internet. Looking for someone responsible and respectful. The house is shared by 4 people normally. We are all working full time and are fairly social with one another, though some of us are more reclusive than others. Ideal person would be a full time worker, or a full time student. We try to keep the house in good order despite the inevitable diffusion of responsibility that arises from a house of bachelors. We are pretty open and non judgemental. Things like theft, extreme noise and late night antics are not acceptable however, obviously. 

On the back of the house is a big deck with a nice view of Burnaby mountain. Large back yard as well. 

No pets 

Please tell me about yourself if you are interested.
"
2387,One bedroom in shared clean basement unit,Burnaby,Jul  8,https://vancouver.craigslist.org/bnc/roo/d/burnaby-one-bedroom-in-shared-clean/6929427197.html,750,,,"

QR Code Link to This Post


One bedroom in shared basement unit with private room and shared living area, kitchen, bathroom, and entrance. Steps from public transit with direct busses to Metrotown, Canada line, and Expo line. 30 mins to downtown Vancouver. Unit is very clean and perfect for students. Includes laundry and dryer within unit for use.    "
2388,Newly Built Storage space - Located in prime commercial area,East Burnaby,Jul  8,https://vancouver.craigslist.org/bnc/prk/d/burnaby-newly-built-storage-space/6929409309.html,350,,400.0,"

QR Code Link to This Post


Newly renovated space for storage available for rent.  Heat, insulation, and proper airflow ok. Secure building, locks on storage unit and locked property gates. Insurance coverage as well.  

Currently occupied with office furniture that will be removed in two weeks.

"
2389,$42.25/hour - Day Office designed to give you so much more !!!,Metrotown,Jul  8,https://vancouver.craigslist.org/bnc/off/d/burnaby-4225-hour-day-office-designed/6929409165.html,0,,,"

QR Code Link to This Post


A range of solutions to match how you work !!! 
Regus Day office is equipped with everything you need. It will improve your image & productivity. 
A place to meet, work from or move your business to. Support & business facilities on your doorstep. 
Remain productive wherever you work. Work from offices & lounges in 3000 locations - locally, nationally & worldwide. 
However you work - there's a solution to suit you !!! 
Please call  show contact info
 to schedule a tour !!!    "
2390,Roommate wanted for Jul 15 or Aug 1,New West/Burnaby,Jul  8,https://vancouver.craigslist.org/bnc/roo/d/new-westminster-roommate-wanted-for-jul/6929404837.html,730,,,"

QR Code Link to This Post


Female looking for a roommate (female preferred) to share my cozy 2bdrm basement suite with me. Ideal candidate would be a student or working professional. Rent is $730/month including all utilities (i.e. wifi!). Laundry facilities are also located on site. Suite is located close to bus route  and other amenities. If interested please text me at  show contact info
, and if you cant text please call  show contact info
. Thanks.    "
2391,*NEW LISTING* 1 Large Bedroom + Balcony,Burnaby,Jul  8,https://vancouver.craigslist.org/bnc/apa/d/burnaby-new-listing-1-large-bedroom/6913544330.html,1650,1,,"

QR Code Link to This Post


1 Large Bedroom + Balcony
720sq ft | Unfurnished

Available August 1st 

This large one bedroom condo features hardwood floors, in-suite laundry, underground storage locker and parking stall.

Conveniently located near Canada Way and Boundary Road and a 10 minute walk to Gilmore Skytrain Station.

Looking for long-term tenant with excellent credit history and landlord references.
Firm no pets, no smoking policy.

Please contact owner at  show contact info
 to set up a viewing time.
"
2392,Quiet One Bed & Den,Brentwood Burnaby,Jul  8,https://vancouver.craigslist.org/bnc/reb/d/burnaby-quiet-one-bed-den/6929390418.html,499000,,635.0,"

QR Code Link to This Post


OMA 

305- 2345 Madison Avenue
Burnaby, BC

This private north facing 1 bed & den with soaring 9 foot ceilings, features granite counters, stainless steel appliances, new roller blinds, wide plank laminate flooring throughout, with plenty of natural light and a quiet inviting outdoor space. This home is situated within the Oma community of Brentwood, Burnaby. Oma is a worry- free, established community that offers an amenities clubhouse including an indoor pool, hot tub, sauna, steam room, gym, and lounge. Conveniently located you're only steps away from Gilmore skytrain station, Whole Foods, parks, trails, and Brentwood Mall. This home is privately nestled among trees and beautiful lush courtyard gardens. The sound of running water fountains provides a calm and relaxing environment. 1 Parking and 1 Storage locker. Pets & rental friendly.

Nick Moroso
Personal Real Estate Corporation

Dexter Realty
1399 Homer Street
Vancouver, BC    "
2393,$39/hour - Prestigious Meeting Rooms @ Regus Metrotown !!!,Metrotown,Jul  8,https://vancouver.craigslist.org/bnc/off/d/burnaby-39-hour-prestigious-meeting/6929369099.html,0,,,"

QR Code Link to This Post


Whether you’re planning a meeting,  giving a presentation or just working by yourself – there’s a space that’s right for you !!! 

Cost effective pricing by the hour,  flexible meeting rooms and day offices available Mondays through Fridays from 8:30am to 5:00 pm @ Suite 2600, 4720 Kingsway, Metrotower II, Burnaby BC. 

Please call  show contact info
 to schedule a tour !!!    "
2394,Sign up today !!! We’ll help you to make new contacts !!!,Metrotown,Jul  8,https://vancouver.craigslist.org/bnc/off/d/burnaby-sign-up-today-well-help-you-to/6929358193.html,1935,,,"

QR Code Link to This Post


Just $1935/month on a 24-month agreement !!!
At REGUS METROTOWN – we’ll help you share ideas & create new business opportunities !!! 
Coffee Chat - chat over coffee in a relaxed communal space 
Informal Events – meet like-minded professionals at our city events 
Networking – connect with hundreds of people at our signature events 
Digital – connect with the Regus community using our social network 
Create a base in one location & use all 3000 for FREE !!! 
You’ll find them in all kinds of places – so there’s always one nearby : 
113 locations in Canada 
3000 locations worldwide in 120 countries 
For more details & to schedule a tour – please contact  show contact info
 !!! 
*** PROMO CODE : 1540 - 2632 ***

Office space Burnaby -- Burnaby business -- Office rentals Burnaby -- Burnaby  -- Small business Burnaby -- Metrotown offices - Metrotower Offices - virtual offices - part time office- work from home- satellite offices- furnished offices- shared offices- shared space- executive offices - executive space - small office space- flex space- temporary office - short term office- full time office - private office -swing space- daily rentals- hourly rentals- reception service- professional answering service- administrative support - onsite receptionist - managed space - managed offices- meeting rooms    "
2395,3.75 ACRES OF MULTIFAMILY DEVELOPMENT LAND,"New Westminster, B.C.",Jul  8,https://vancouver.craigslist.org/bnc/off/d/new-westminster-375-acres-of/6929333642.html,17000000,,163350.0,"

QR Code Link to This Post


DEVELOPMENT OPPORTUNITY

3.75 acre development site listed for sale at $17 Million Dollars located in Queensborough, New Westminster. This development opportunity is ideal for the end-user entry-level buyer and families looking for well located Metro Vancouver condominium and townhouse home ownership.

BROCHURE LINK: https://macdonaldcommercial.com/docs/listings/1134-ewen-avenue/1134-Ewen-Ave-New-Westminster-BC.pdf

MLS: C8026339

Contact Allen Liaw & Rhoxann Roque for details

Allen Liaw and Rhoxann Roque
Macdonald Commercial Real Estate Services Ltd. 
1827 West 5th Avenue
Vancouver, B.C. V6J 1P5
show contact info

show contact info

show contact info
"
2396,"Unfurnished 2BR 2BA DT New West, Steps Away from Everything!",New Westminster,Jul  8,https://vancouver.craigslist.org/bnc/apa/d/new-westminster-unfurnished-2br-2ba-dt/6929327264.html,2200,2,800.0,"

QR Code Link to This Post


Beautiful unit located in Downtown New Westminster. 2 bedrooms and 2 bathrooms. Steps away from New Westminster Station, Starbucks, Safeway, Save On Foods, wonderful restaurants and Douglas College. Bus loop and skytrain station are one minute away from the apartment. Downtown Vancouver is only 25 minutes away by skytrain. The space is perfect for a couple, student or professional. Apartment has been owner occupied since the building was built in 2007 and is in excellent condition.

Minimum 1 year lease. No pets. Unfurnished suite goes for $2,200 per month. Included:
- Washer/Dryer (in suite)
- Microwave
- Storage locker
- Utilities (electricity and water/gas)
- 1 parking spot (street parking also available)

Furnished suite option includes:
- Bed frame and mattress in master BR
- Couch in living room
- TV stand in living room

Furnished suite option goes for $2,450 per month.

Internet & Cable not included (you will need to pay yourself)

Unit available anytime after September 1, 2019.
Address is 208-813 Agnes Street, New Westminster, BC V3M 0A9

Serious inquiries only.    "
2397,We are made for each other !!!,Metrotown,Jul  8,https://vancouver.craigslist.org/bnc/off/d/burnaby-we-are-made-for-each-other/6929326857.html,1775,,,"

QR Code Link to This Post


Just $1775/month on a 24-month agreement !!!
An interior office with a window into the hallway !!!
**** WELCOME TO REGUS  METROTOWN !!! **** 
Everything is included – simple pricing with no extras 
Events & activities to meet like – minded people, network & create new opportunities 
Access our global network of locations & get discounts with our supplier marketplace 
Start today !!! It’s quick & easy to set-up & we’re here to help whenever you’re ready !!! 
We give you three easy options with all inclusive pricing : 
Get your own space for one person or a whole team – from months to years 
Choose a 5 – 10 day package designed to save you money 
Download our app, register your credit card & start using our lounges,  meeting rooms & day office on demand 
For more information, call  show contact info
 to schedule a tour !!! 
*** PROMO CODE : 1540 - 2636 ***

Office space Burnaby -- Burnaby business -- Office rentals Burnaby -- Burnaby  -- Small business Burnaby -- Metrotown offices - Metrotower Offices - virtual offices - part time office- work from home- satellite offices- furnished offices- shared offices- shared space- executive offices - executive space - small office space- flex space- temporary office - short term office- full time office - private office -swing space- daily rentals- hourly rentals- reception service- professional answering service- administrative support - onsite receptionist - managed space - managed offices- meeting rooms    "
2398,Enjoy Summer !!! Just be cool in your new Office !!!,Metrotown,Jul  8,https://vancouver.craigslist.org/bnc/off/d/burnaby-enjoy-summer-just-be-cool-in/6929320812.html,1775,,,"

QR Code Link to This Post


Just $1775/month on a 24-month agreement !!!
Professional business address located in the heart of Downtown Burnaby – REGUS METROTOWER II 
Features outstanding panoramic views of Vancouver Harbour,  Stanley Park,  North Shore Mountains, White Rock to name a few. 
Project this image to your clients & let us help you grow your business. 
Your office comes with: 
-High quality office furniture and seating 
-Utilities and nightly janitorial included 
-Receptionist and reception area  
-High speed internet  
-Phone system and phone answering available 
-And free access to over 3,000 business cafe's and lounge 
For more information, call  show contact info
  to schedule a tour !!! 
*** PROMO CODE : 1540 - 2650 ***

Office space Burnaby -- Burnaby business -- Office rentals Burnaby -- Burnaby  -- Small business Burnaby -- Metrotown offices - Metrotower Offices - virtual offices - part time office- work from home- satellite offices- furnished offices- shared offices- shared space- executive offices - executive space - small office space- flex space- temporary office - short term office- full time office - private office -swing space- daily rentals- hourly rentals- reception service- professional answering service- administrative support - onsite receptionist - managed space - managed offices- meeting rooms    "
2399,One Bedroom for single female student,"Surrey,Vancouver,Richmond,Maple ridge",Jul  8,https://vancouver.craigslist.org/bnc/roo/d/surrey-one-bedroom-for-single-female/6909364625.html,100,,1050.0,"

QR Code Link to This Post


One Bedroom only available for female student If you can help with online business working from home.

Rent is reduced if you can work 16 hours per week on computer working from home.

There no one else living in that area of 3 bedroom basement.

We only renting one bedroom for one female student


* High speed internet
* TV full channels
* Access to computer to use
* Internet phone is also available to use 

Please only respond if you serious.

Here is the must Rules

No friends allowed in this place
No One can come /stay at this place expect one person
No we can not have more than one person.

if you serious let me know following information

Name and Contact information
college information
Possible Picture and email address so we can contact you.

Only contact me if serious
"
2400,Renovated Townhouse!,Burnaby,Jul  8,https://vancouver.craigslist.org/bnc/reb/d/burnaby-renovated-townhouse/6929269908.html,829000,2,2095.0,"

QR Code Link to This Post


A lifestyle property you will treasure! This end unit townhouse is PERFECTLY situated in One Arbourlane beside greenspace with visitor parking steps away, AND offers family resort style living with an indoor pool & clubhouse.  Beautifully updated & renovated - ready for you to move in.  Enjoy the new custom kitchen that has direct access to a patio for your BBQ, lovely deck off the living room, large master bedroom with custom cabinetry, ensuite with soaker tub, private sundeck on the upper level & spacious media room with custom cabinetry on the lower level. Easy access to all amenities & over 800 acres of nature reserve trails, canoeing, kayaking, cultural, arts, heritage sites and more in nearby Burnaby Lake Regional Park & Deer Lake Park. OPEN HOUSE Sunday, July 7th, 2-4pm.#5870 Mayview Circle Burnaby BCJoanne LaRocque Dexter Realty - South GranvilleOffice:  show contact info
Cell:  show contact info
 "
2401,Oil & Gas Companies- Offices by the day/month/year !!!,Metrotown,Jul  8,https://vancouver.craigslist.org/bnc/prk/d/burnaby-oil-gas-companies-offices-by/6929246422.html,2369,,,"

QR Code Link to This Post


Just $2369/month on a 24-month agreement !!!
An interior office located in a quiet part of the business centre !!!
You’ve seen the commercials,  you’ve heard our radio ads,  now it’s time to see Regus office space for yourself !!! 
Your office comes with : 
- High quality office furniture and seating 
- Utilities and nightly janitorial included 
- Receptionist and Reception area 
- High speed internet 
- Phone system and phone answering available 
- And FREE access to over 3,000 business cafe’s and lounge.  
QUICK ! THIS OFFICE WON’T LAST !!! 
CALL TODAY !!! For more information – call  show contact info
 to schedule a tour !!! 
*** PROMO CODE : 1540 - 2618 ***

Office space Burnaby -- Burnaby business -- Office rentals Burnaby -- Burnaby  -- Small business Burnaby -- Metrotown offices - Metrotower Offices - virtual offices - part time office- work from home- satellite offices- furnished offices- shared offices- shared space- executive offices - executive space - small office space- flex space- temporary office - short term office- full time office - private office -swing space- daily rentals- hourly rentals- reception service- professional answering service- administrative support - onsite receptionist - managed space - managed offices- meeting rooms    "
2402,"█ ☎ █  Spacious, Beautiful, Central, Clean, Bright Apt",Metrotown: Kingsway & Sussex,Jul  8,https://vancouver.craigslist.org/bnc/apa/d/burnaby-spacious-beautiful-central/6929162389.html,1860,2,1000.0,"

QR Code Link to This Post


█ ☎ █  Spacious, Beautiful, Central, Clean, Bright Apt 	( Metrotown : Kingsway & Sussex )

•	Spacious, Central, Well kept character Build. across fr. MetroTown,
•	Clean Bright, Spacious 2 bed rm. with large living & dining area,
•	Open concept Kitchen w. lots of counter top space & cabinets ,
•	Big windows with lots of Sunshine, 1 Bath rm w. Tub & shower
•	Hardwood Flrs. Ready to move in condition, Drapes and Blinds included, 
•	Kitchen w. Two side Cabinets, Appliance incl: Fridge & Stove/Oven
•	Easy access to Transit, Bus & Metrotown Skytrain Stations
•	Close to Metrotown & Crystal Mall, Library, Bonsor Community
•	Minutes away from shops, coffee, grocery banks, and  restaurants 
•	Direct Bus to Downtown close to Metrotown Sky train ststion.
•	Easy access to Vancouver,  Burnaby, New Westminster & Richmond.
•	Close to BCIT,  SFU, Marlborough Elementary, Moscrop SecondarySchool,
•	No parking, No smoking, No pets, No drugs 

$$$     Affordable Price : ** Rent includes Blinds, Cable, Heat and Water. .

Address : 4695 Kingsway, Burnaby

Please call Lee @   show contact info
 for appointment to view the suite.
"
2403,SMALL RETAIL SPACE FOR LEASE,4245 East Hastings,Jul  8,https://vancouver.craigslist.org/bnc/off/d/burnaby-small-retail-space-for-lease/6909893602.html,20,,588.0,"

QR Code Link to This Post


•	Available Immediately			
•	588 square foot retail/office space fronting the North side of Hastings Street.
•	Located on Hastings between Gilmore Ave and Willingdon Ave in “the Heights”.
•	Comes with two parking stalls.
•	Access to Hastings from Highway1 or Barnett Hwy.
•	Steps from Hastings bus stop which serves major bus routes.
•	Incudes hair dressing equipment.
•	$19.80/sq.ft. NNN (escalating) plus estimated operating costs ($22.35/sq.ft) and GST.

For more information, please contact Tim Sader at  show contact info
 or  show contact info

"
2404,"2BR 2BA NEW WESTMINSTER, NORTHBANK",125 COLUMBIA ST. NEW WESTMINSTER,Jul  8,https://vancouver.craigslist.org/bnc/apa/d/new-westminster-2br-2ba-new-westminster/6929128393.html,2200,2,837.0,"

QR Code Link to This Post


The breathtaking views from the panoramic windows will make your TV obsolete! Great location to get out and explore. It's just a short stroll to the Westminster Pier Park, River Market, and the New West Quay. Downtown New Westminster has many great restaurants, bars, boutiques and a Landmark Cinema to keep you entertained. Enjoy nature at nearby Queen's Park, Tipperary Park, or Albert Crescent Park. Central location with easy access to the highway, Burnaby, Queensborough and Surrey.


-Unfurnished
-2 Bedroom
-2 Bath
-Washer/Dryer
-In Suite Storage
-Gourmet Kitchen with Breakfast Bar
-Pantry
-Stainless Steel Appliances
-Corner Unit
-Panoramic Views
-Patio
-Garden Plot Option
-Amazing Views of River and Patullo Bridge
-1 Secured Underground Parking Stall
-Close to Columbia Skytrain Station
-Short Walk to Queen's Park

-Minimum 1yr Lease
-References required
"
2405,LONG OR SHORT TERM ROOM W/MOUNTAIN VIEWS,"Canada Way and Imperial, Burnaby",Jul  8,https://vancouver.craigslist.org/bnc/roo/d/burnaby-long-or-short-term-room/6929063441.html,875,,,"

QR Code Link to This Post


Available now.

Furnished room.

Spacious home with 3 shared bathrooms.
Gorgeous yard, perfect for relaxing outside.
Sunny, comfortable top floor bedroom with with double bed, dresser drawers attached, desk, and double closet. High speed Internet, washer, dryer shared.

Near Canada Way and Imperial. Very convenient location with ample green space, trees and beautiful creek with walking path. 
Less than 5 minutes to bus stops, 123, 133, 144 
Walking distance to Edmonds Station.
12 minutes to Douglas College and BCIT.
One bus directly to SFU. 
30 minutes to downtown by transit, 20 minutes drive.
10 minutes from skytrain stations.    "
2406,"2 Bedroom,2 Bathroom, 280 Roos Drive New Westminster",The Carlyle at Victoria Hill,Jul  8,https://vancouver.craigslist.org/bnc/apa/d/new-westminster-2-bedroom2-bathroom-280/6917258836.html,2100,2,1000.0,"

QR Code Link to This Post


2 bedrooms, 2 full bathrooms , open living/dining/kitchen on 14th floor south west corner 
Walk-In Closet in Master Bedroom additional custom built in closet in each room 
Private Ensuite Bathroom in Master Bedroom
Apx. 1000 sq ft + huge outdoor balcony
 1 secured underground parking
 Full top of the line appliance package: washer/dryer, Stainless Steel Kitchen Appliances : fridge, stove, oven, dishwasher, microwave, garburator
Gas  Fireplace 
Granite counter tops, stainless steel appliances and laminate tile flooring
 Pantry in Kitchen
 Breathtaking, unobstructed water and city views from every single room!!
 Central location, close to skytrain/transit as well as driving routes
Overpass to Queen's Park with ice skating rink, basketball courts, baseball diamond, tennis courts, and rose gardens
Amazing amenities for residents to enjoy! Features: Full fitness room, Media room, Meeting room, Clubhouse with Kitchen, 2 guest suites, Garden & Courtyard, and Wonderful Water Feature in front of this Amazing Building

"
2407,"Attention: Changemakers, Healers, Creatives",Metrotown,Jul  7,https://vancouver.craigslist.org/bnc/roo/d/burnaby-attention-changemakers-healers/6928937336.html,650,,,"

QR Code Link to This Post


Hello Hi,
I have a room available at the Pink Palace and am hoping to make some dreams come true by having the first participant in the Synergize Community Health and Business Incubator move in.  I’m looking for Changemakers, Healers, and Creatives.  Someone who loves community, and community building, and wants to create a source of income doing something they’re passionate about.  Yoga, gym, socials, support and accountability in building your business will be yours and so much more if I choo, choo, choose you.  (Bonus points if you know what tv show that’s from).  The room available is in a 4 bedroom upper level suite In the Metrotown area shared with myself and one other roommate.  The fourth room is a shared office space.  It is a  7 minute walk to Metropolis mall and 13 minute walk to Metrotown and Patterson Skytrains. There are lots of places to dine out and two gyms in walking distance as well as a co-working space a block away. Please take a peak at www.synergizecommunity.com to see if this is something that aligns with your vision/lifestyle (This is a beta test of the incubator, so the 10% donation is optional.  Please read website for details)
A little bit about myself = I've spent the last 2 years transitioning from the ECE (Early Childhood Education) field into wellness.  In 2017 I did my Yoga 200hrs at Karma Teachers.  Then in 2018 I did a chair massage course as well as a Thai Massage course.  I am currently completing a Life Coaching course through Rhodes Wellness college.  My life dream is to create a space for individuals to learn how to create sustenance by doing something that brings them joy (most of the time), as well as helping them create a healthy lifestyle.  I will be the first person to journey through this incubator and I'm hoping you will join me.
If you are interested please reply with a little bit about yourself and why you think you would be a good fit.
Thanks :)
T
"
2408,Shared Office Space - 4-5 desks,Burnaby,Jul  7,https://vancouver.craigslist.org/bnc/off/d/burnaby-shared-office-space-desks/6928923589.html,1250,,,"

QR Code Link to This Post


10 min walk from the Production Skytrain Station. Professional and well kept shared space.

The area to share would fit 4-5 desks.

- Open concept design.
- Full kitchen with full-size fridge, dishwasher, and storage.  
- 2 separate washrooms located in the office.
- 8 seat boardroom w/ whiteboards 
- Secure with two dedicated separate entry doors and security card access.
- Internet included
- Security included
- Utilities included
- Parking available $60/mo per spot.

"
